Width,Height,Label
0.6957671957671958,0.53,house
0.873015873015873,0.78,tree
0.6693121693121693,0.405,bicycle
0.1984126984126984,0.7125,guitar
0.5767195767195767,0.5375,pencil
0.2698412698412698,0.2725,clock
0.5,0.3175,car
0.6349206349206349,0.25,fish
0.5978835978835979,0.565,house
0.8888888888888888,0.795,tree
0.5873015873015873,0.34,bicycle
0.8068783068783069,0.3275,guitar
0.15608465608465608,0.6675,pencil
0.35185185185185186,0.395,clock
0.7645502645502645,0.355,car
0.6931216931216931,0.345,fish
0.7433862433862434,0.4375,house
0.791005291005291,0.82,tree
0.5952380952380952,0.5,bicycle
0.4523809523809524,0.7925,guitar
0.3306878306878307,0.7125,pencil
0.35978835978835977,0.375,clock
0.35714285714285715,0.27,car
0.5079365079365079,0.155,fish
0.2804232804232804,0.3425,house
0.30952380952380953,0.49,tree
0.29365079365079366,0.26,bicycle
0.38095238095238093,0.22,guitar
0.5052910052910053,0.3225,pencil
0.4126984126984127,0.3025,clock
0.7380952380952381,0.3625,car
0.5423280423280423,0.46,fish
0.6428571428571429,0.615,house
0.7275132275132276,0.75,tree
0.49206349206349204,0.3875,bicycle
0.8095238095238095,0.3075,guitar
0.6005291005291006,0.6075,pencil
0.48148148148148145,0.47,clock
0.791005291005291,0.285,car
0.5370370370370371,0.2375,fish
0.6111111111111112,0.3825,house
0.5026455026455027,0.5525,tree
0.5634920634920635,0.4075,bicycle
0.5846560846560847,0.25,guitar
0.4074074074074074,0.42,pencil
0.373015873015873,0.4,clock
0.8359788359788359,0.4925,car
0.6666666666666666,0.3425,fish
0.7301587301587301,0.5825,house
0.5079365079365079,0.5475,tree
0.7698412698412699,0.3625,bicycle
0.5740740740740741,0.645,guitar
0.7962962962962963,0.6075,pencil
0.5,0.375,clock
0.5529100529100529,0.32,car
0.5555555555555556,0.33,fish
0.6984126984126984,0.5425,house
0.41534391534391535,0.3675,tree
0.5396825396825397,0.3875,bicycle
0.3915343915343915,0.405,guitar
0.1111111111111111,0.3475,pencil
0.291005291005291,0.265,clock
0.9312169312169312,0.395,car
0.656084656084656,0.255,fish
0.7619047619047619,0.4725,house
0.7857142857142857,0.905,tree
0.455026455026455,0.3375,bicycle
0.3333333333333333,0.6625,guitar
0.08994708994708994,0.56,pencil
0.4708994708994709,0.31,clock
0.9047619047619048,0.37,car
0.8306878306878307,0.1675,fish
0.843915343915344,0.6425,house
0.6640211640211641,0.7425,tree
0.6957671957671958,0.395,bicycle
0.34656084656084657,0.69,guitar
0.5291005291005291,0.6025,pencil
0.4576719576719577,0.3575,clock
0.41534391534391535,0.12,car
0.7751322751322751,0.6075,fish
0.9232804232804233,0.77,house
0.8121693121693122,0.8225,tree
0.6904761904761905,0.62,bicycle
0.7328042328042328,0.81,guitar
0.9629629629629629,0.9,pencil
0.8095238095238095,0.865,clock
0.7063492063492064,0.3025,car
0.4523809523809524,0.3475,fish
0.7301587301587301,0.3025,house
0.7380952380952381,0.6725,tree
0.8095238095238095,0.415,bicycle
0.656084656084656,0.3375,guitar
0.31746031746031744,0.4825,pencil
0.25925925925925924,0.3,clock
0.7222222222222222,0.2975,car
0.7513227513227513,0.2625,fish
0.7698412698412699,0.55,house
0.7142857142857143,0.695,tree
0.6058201058201058,0.3175,bicycle
0.23809523809523808,0.675,guitar
0.25132275132275134,0.575,pencil
0.5105820105820106,0.5575,clock
0.7063492063492064,0.2225,car
0.5793650793650794,0.0825,fish
0.701058201058201,0.4975,house
0.5502645502645502,0.555,tree
0.5,0.2775,bicycle
0.6904761904761905,0.9075,guitar
0.9338624338624338,0.7975,pencil
0.5978835978835979,0.515,clock
0.7486772486772487,0.32,car
0.6931216931216931,0.3725,fish
0.2830687830687831,0.59,house
0.37566137566137564,0.6275,tree
0.5740740740740741,0.3525,bicycle
0.7619047619047619,0.2425,guitar
0.026455026455026454,0.4075,pencil
0.5370370370370371,0.4825,clock
0.8862433862433863,0.2675,car
0.31216931216931215,0.0625,fish
0.5185185185185185,0.3475,house
0.4656084656084656,0.5125,tree
0.5661375661375662,0.3275,bicycle
0.41005291005291006,0.51,guitar
0.3201058201058201,0.3,pencil
0.3835978835978836,0.395,clock
0.873015873015873,0.3875,car
0.9365079365079365,0.6425,fish
0.9920634920634921,0.7825,house
0.544973544973545,0.835,tree
0.8835978835978836,0.49,bicycle
0.8227513227513228,0.8525,guitar
0.9021164021164021,0.6925,pencil
0.7354497354497355,0.825,clock
0.746031746031746,0.275,car
0.5238095238095238,0.1675,fish
0.36243386243386244,0.495,house
0.43915343915343913,0.6125,tree
0.40476190476190477,0.325,bicycle
0.6164021164021164,0.16,guitar
0.36772486772486773,0.5275,pencil
0.3386243386243386,0.35,clock
0.5264550264550265,0.2375,car
0.5978835978835979,0.375,fish
0.58994708994709,0.5025,house
0.7513227513227513,0.6075,tree
0.5582010582010583,0.365,bicycle
0.7592592592592593,0.615,guitar
0.5132275132275133,0.465,pencil
0.4417989417989418,0.4025,clock
0.6402116402116402,0.1275,car
0.5264550264550265,0.2225,fish
0.42592592592592593,0.5325,house
0.9973544973544973,0.88,tree
0.5978835978835979,0.35,bicycle
0.8756613756613757,0.755,guitar
0.328042328042328,0.5675,pencil
0.40476190476190477,0.3575,clock
0.8121693121693122,0.505,car
0.5026455026455027,0.1525,fish
0.5291005291005291,0.475,house
0.626984126984127,0.51,tree
0.8571428571428571,0.51,bicycle
0.8201058201058201,0.52,guitar
0.41534391534391535,0.295,pencil
0.4470899470899471,0.46,clock
0.843915343915344,0.41,car
0.6402116402116402,0.37,fish
0.9285714285714286,0.8375,house
0.9126984126984127,0.925,tree
0.9682539682539683,0.7525,bicycle
0.7513227513227513,0.7625,guitar
0.6190476190476191,0.7725,pencil
0.6481481481481481,0.605,clock
0.7275132275132276,0.28,car
0.5052910052910053,0.19,fish
0.3783068783068783,0.62,house
0.6904761904761905,0.6525,tree
0.716931216931217,0.445,bicycle
0.28835978835978837,0.705,guitar
0.10582010582010581,0.5825,pencil
0.7433862433862434,0.705,clock
0.8015873015873016,0.3375,car
0.5608465608465608,0.2375,fish
0.5502645502645502,0.4875,house
0.8227513227513228,0.8025,tree
0.8518518518518519,0.4175,bicycle
0.9126984126984127,0.3775,guitar
0.7248677248677249,0.3625,pencil
0.5211640211640212,0.505,clock
0.6904761904761905,0.2325,car
0.5052910052910053,0.1075,fish
0.6111111111111112,0.7275,house
0.5238095238095238,0.805,tree
0.48677248677248675,0.305,bicycle
0.9021164021164021,0.7825,guitar
0.5370370370370371,0.585,pencil
0.5925925925925926,0.65,clock
0.753968253968254,0.2775,car
0.6666666666666666,0.225,fish
0.6058201058201058,0.6925,house
0.48412698412698413,0.8125,tree
0.5158730158730159,0.335,bicycle
0.35714285714285715,0.615,guitar
0.05026455026455026,0.2725,pencil
0.28835978835978837,0.35,clock
0.5317460317460317,0.4525,car
0.6904761904761905,0.745,fish
0.8624338624338624,0.725,house
1,0.9575,tree
0.8915343915343915,0.5925,bicycle
0.9047619047619048,0.93,guitar
0.24867724867724866,0.8575,pencil
0.3915343915343915,0.4825,clock
0.9470899470899471,0.385,car
0.7407407407407407,0.195,fish
0.798941798941799,0.9,house
0.7645502645502645,0.88,tree
0.7301587301587301,0.3675,bicycle
0.6402116402116402,0.73,guitar
0.3201058201058201,0.2825,pencil
0.5714285714285714,0.46,clock
0.7063492063492064,0.3525,car
0.5952380952380952,0.47,fish
0.5714285714285714,0.505,house
0.47883597883597884,0.62,tree
0.544973544973545,0.485,bicycle
0.626984126984127,0.565,guitar
0.29365079365079366,0.565,pencil
0.36507936507936506,0.3425,clock
0.7883597883597884,0.3175,car
0.6190476190476191,0.3575,fish
0.7619047619047619,0.52,house
0.9708994708994709,0.845,tree
0.6349206349206349,0.3775,bicycle
0.43386243386243384,0.765,guitar
0.1931216931216931,0.4125,pencil
0.5846560846560847,0.575,clock
0.6216931216931217,0.235,car
0.6534391534391535,0.3475,fish
0.6164021164021164,0.6525,house
0.8333333333333334,0.8575,tree
0.7380952380952381,0.5375,bicycle
0.328042328042328,0.885,guitar
0.8121693121693122,0.0925,pencil
0.4312169312169312,0.3925,clock
0.5767195767195767,0.275,car
0.5661375661375662,0.2775,fish
0.42857142857142855,0.4075,house
0.4365079365079365,0.6075,tree
0.6216931216931217,0.365,bicycle
0.7328042328042328,0.4925,guitar
0.2857142857142857,0.2,pencil
0.2671957671957672,0.2125,clock
0.4656084656084656,0.135,car
0.25132275132275134,0.025,fish
0.42063492063492064,0.2975,house
0.5634920634920635,0.5425,tree
0.6031746031746031,0.2275,bicycle
0.6587301587301587,0.2775,guitar
0.5158730158730159,0.0925,pencil
0.2724867724867725,0.2625,clock
0.5687830687830688,0.2625,car
0.5634920634920635,0.125,fish
0.4312169312169312,0.3225,house
0.8095238095238095,0.7475,tree
0.4523809523809524,0.3025,bicycle
0.2566137566137566,0.4825,guitar
0.4417989417989418,0.0675,pencil
0.5767195767195767,0.59,clock
0.58994708994709,0.365,car
0.4523809523809524,0.2725,fish
0.6746031746031746,0.5975,house
0.6005291005291006,0.7775,tree
0.7407407407407407,0.3975,bicycle
0.4497354497354497,0.775,guitar
0.5687830687830688,0.55,pencil
0.4947089947089947,0.495,clock
0.4894179894179894,0.1875,car
0.47619047619047616,0.1175,fish
0.5291005291005291,0.725,house
0.3915343915343915,0.53,tree
0.5952380952380952,0.45,bicycle
0.6031746031746031,0.25,guitar
0.5052910052910053,0.5475,pencil
0.48677248677248675,0.3525,clock
0.746031746031746,0.4275,car
0.7142857142857143,0.3725,fish
0.47883597883597884,0.6725,house
0.8095238095238095,0.81,tree
0.5264550264550265,0.475,bicycle
0.6428571428571429,0.3075,guitar
0.5978835978835979,0.6925,pencil
0.49206349206349204,0.1525,clock
0.6931216931216931,0.4925,car
0.4312169312169312,0.195,fish
0.5079365079365079,0.4825,house
0.46296296296296297,0.625,tree
0.716931216931217,0.4075,bicycle
0.31216931216931215,0.6375,guitar
0.6005291005291006,0.295,pencil
0.37566137566137564,0.35,clock
0.6481481481481481,0.57,car
0.455026455026455,0.545,fish
0.4126984126984127,0.6275,house
0.6322751322751323,0.705,tree
0.38095238095238093,0.665,bicycle
0.4947089947089947,0.6075,guitar
0.3253968253968254,0.7475,pencil
0.43386243386243384,0.4675,clock
0.843915343915344,0.355,car
0.46296296296296297,0.1325,fish
0.4417989417989418,0.505,house
0.3439153439153439,0.685,tree
0.7222222222222222,0.38,bicycle
0.3941798941798942,0.4175,guitar
0.1984126984126984,0.4925,pencil
0.18518518518518517,0.305,clock
0.8227513227513228,0.47,car
0.5740740740740741,0.145,fish
0.5158730158730159,0.5575,house
0.6613756613756614,0.72,tree
0.701058201058201,0.515,bicycle
0.873015873015873,0.7575,guitar
0.3412698412698413,0.5,pencil
0.3783068783068783,0.4175,clock
0.5423280423280423,0.235,car
0.46296296296296297,0.165,fish
0.6904761904761905,0.2725,house
0.5132275132275133,0.5275,tree
0.4947089947089947,0.245,bicycle
0.8492063492063492,0.3775,guitar
0.06878306878306878,0.53,pencil
0.4126984126984127,0.34,clock
0.626984126984127,0.2,car
0.47883597883597884,0.13,fish
0.6455026455026455,0.465,house
0.2962962962962963,0.62,tree
0.35185185185185186,0.185,bicycle
0.708994708994709,0.2475,guitar
0.5793650793650794,0,pencil
0.5978835978835979,0.45,clock
0.8703703703703703,0.47,car
0.8306878306878307,0.3775,fish
0.6428571428571429,0.7025,house
0.7751322751322751,0.765,tree
0.9021164021164021,0.515,bicycle
0.873015873015873,0.335,guitar
0.6957671957671958,0.465,pencil
0.6534391534391535,0.5875,clock
0.7275132275132276,0.8,car
0.6243386243386243,0.2625,fish
0.48148148148148145,0.59,house
0.5502645502645502,0.685,tree
0.4656084656084656,0.2925,bicycle
0.6058201058201058,0.555,guitar
0.05026455026455026,0.4225,pencil
0.37566137566137564,0.44,clock
0.6164021164021164,0.55,car
0.6216931216931217,0.73,fish
0.6428571428571429,0.545,house
0.42328042328042326,0.5275,tree
0.4497354497354497,0.3,bicycle
0.6084656084656085,0.5125,guitar
0.11375661375661375,0.5625,pencil
0.34656084656084657,0.4375,clock
0.4417989417989418,0.2425,car
0.3412698412698413,0.2325,fish
0.5423280423280423,0.39,house
0.19047619047619047,0.68,tree
0.3835978835978836,0.4375,bicycle
0.3544973544973545,0.6375,guitar
0.37566137566137564,0.64,pencil
0.3148148148148148,0.3675,clock
0.6957671957671958,0.265,car
0.5925925925925926,0.28,fish
0.6984126984126984,0.5825,house
0.701058201058201,0.655,tree
0.6957671957671958,0.5175,bicycle
0.7513227513227513,0.42,guitar
0.11904761904761904,0.5625,pencil
0.7142857142857143,0.485,clock
0.8412698412698413,0.3075,car
0.6534391534391535,0.6125,fish
0.5608465608465608,0.7125,house
0.6904761904761905,0.85,tree
0.7936507936507936,0.485,bicycle
0.7380952380952381,0.6625,guitar
0.6137566137566137,0.6275,pencil
0.6455026455026455,0.575,clock
0.5608465608465608,0.1475,car
0.5238095238095238,0.19,fish
0.5370370370370371,0.405,house
0.8756613756613757,0.7875,tree
0.7777777777777778,0.34,bicycle
0.8756613756613757,0.2375,guitar
0.36772486772486773,0.835,pencil
0.19576719576719576,0.2125,clock
0.746031746031746,0.2975,car
0.5925925925925926,0.43,fish
0.6190476190476191,0.5875,house
0.6851851851851852,0.7825,tree
0.6216931216931217,0.34,bicycle
0.7407407407407407,0.565,guitar
0.43915343915343913,0.6575,pencil
0.2275132275132275,0.2175,clock
0.626984126984127,0.2575,car
0.7936507936507936,0.4725,fish
0.4973544973544973,0.57,house
0.8518518518518519,0.8875,tree
0.5555555555555556,0.2825,bicycle
0.6111111111111112,0.6225,guitar
0.455026455026455,0.455,pencil
0.41798941798941797,0.76,clock
0.6931216931216931,0.13,car
0.47619047619047616,0.145,fish
0.32275132275132273,0.5275,house
0.4021164021164021,0.83,tree
0.6613756613756614,0.335,bicycle
0.3306878306878307,0.72,guitar
0.7328042328042328,0.6225,pencil
0.6534391534391535,0.37,clock
0.9285714285714286,0.2925,car
0.7804232804232805,0.455,fish
0.9894179894179894,0.855,house
0.9894179894179894,0.6925,tree
0.8994708994708994,0.47,bicycle
0.8518518518518519,0.78,guitar
0.5238095238095238,0.7075,pencil
0.6402116402116402,0.61,clock
0.42328042328042326,0.2125,car
0.5396825396825397,0.28,fish
0.708994708994709,0.81,house
0.6640211640211641,0.7375,tree
0.7063492063492064,0.395,bicycle
0.3492063492063492,0.4925,guitar
0.36772486772486773,0.5225,pencil
0.3306878306878307,0.3925,clock
0.6666666666666666,0.17,car
0.6428571428571429,0.1525,fish
0.8174603174603174,0.6425,house
0.656084656084656,0.69,tree
0.5634920634920635,0.1675,bicycle
0.7142857142857143,0.0875,guitar
0.0026455026455026454,0.4725,pencil
0.455026455026455,0.4275,clock
